,,East,,Central,,West,
10,5/11/2022,https://gist.github.com/8905763a27b76e8c965c94ec1a805468,https://youtu.be/-E-808siM3o,https://gist.github.com/2de4ccdaa9bb129dea6648bcd8a52fb3,https://youtu.be/tySjNJPVD5s,https://gist.github.com/21edc390b43886a86d2b8caa664dd00f,https://youtu.be/4fDdS5LK7bQ
11,5/12/2022,https://gist.github.com/cfc6a766d61b4fa43b4a7ce3139caa95,https://youtu.be/HPG1E5o_tmU,,,https://gist.github.com/f28b9526d39c60cbeaa52005dd2b325d,https://youtu.be/JWHWTCv0hi8
12,5/13/2022,https://gist.github.com/d07f8f0fa317f6e89c4ff1375a555f7f,https://youtu.be/x4uDhAhlk6U,https://gist.github.com/aa1b4cd367ff201cdccb0b2f4cbe84b5,https://youtu.be/CHjcKZzGkAw,https://gist.github.com/e2e760b7da1aca7fd894ed1747ce5a6c,https://youtu.be/rwej5jAc8ls
13,5/14/2022,https://gist.github.com/26996559a2ab5764edd423e6939ecab2,https://youtu.be/Ny3BgOQ5tuM,https://gist.github.com/cae49861af8f0513e2a743809bbe1c7e,https://youtu.be/6xjx3PEqH9M,https://gist.github.com/a5f30f3f6bcdfb572892b47e212b303f,https://youtu.be/SaatqUqo1vY
14,5/15/2022,https://gist.github.com/89c45aee06da4c4b0b4a7a59b702b0ce,https://youtu.be/HJfM8_SrZAc,https://gist.github.com/d244951dfd8710333d9472d742aa16c6,https://youtu.be/XqDD4NFigSI,https://gist.github.com/c1430d76b4eb0247b2efc7f8acaa1dec,https://youtu.be/6Rd6U7pRYGY
15,5/16/2022,https://gist.github.com/170c9e3aab4b9c7456083a98aaa6aca8,https://youtu.be/cu0hcwGd6kM,https://gist.github.com/10a546f47b0894fae368b152e7e117d7,https://youtu.be/2Kanuj76Mfw,https://gist.github.com/589777bf31413fb6155f376de433ed10,https://youtu.be/g8-udAlikSA
16,5/17/2022,https://gist.github.com/7f5756edae6d1a20f914add09f1c2809,https://youtu.be/Qonf-Lgvokg,https://gist.github.com/d898c33c19d0f7ca39afc3304f2a8a13,https://youtu.be/Zasv1WZDHJw,https://gist.github.com/61db8741f00de058215f578dbeb9ac67,https://youtu.be/ZHVZwIrhCts
17,5/18/2022,https://gist.github.com/fb0bf53647846f79ec8eafdbd1e07ede,https://youtu.be/vdiSGwwR5x8,https://gist.github.com/aaf944eb363ad0a19f33f70a1546b485,https://youtu.be/iyEiYDkRBkA,https://gist.github.com/ee2fac22985f15c39ce1ffaef61efe47,https://youtu.be/b2ACpr8UIe0
18,5/19/2022,https://gist.github.com/c70e49ebdf0d902fe76b9f2cc8581f7b,https://youtu.be/zcur9IIxFGA,https://gist.github.com/084a34a246419c6376271dc54dc66112,https://youtu.be/d4PXqdxObLw,https://gist.github.com/23eb6a4730283d2e6948d0c1961be28b,https://youtu.be/sk06KdJGaZ4
19,5/20/2022,https://gist.github.com/31af27fb065b4ade2b2939410611a7af,https://youtu.be/4K_kCEfi3f8,https://gist.github.com/3b03e6b0231df138306518e4e37880b4,https://youtu.be/R1g-UQdBWOM,https://gist.github.com/72dc7e26fd45e695c9b7d13d0efdfbf0,https://youtu.be/fbLXrF4gCEg
20,5/21/2022,https://gist.github.com/df2928de89fbcfe0fb1ea2808fb14146,https://youtu.be/sniJEvAfT8E,https://gist.github.com/e90ddd158dcbc0e90e9001c939763286,https://youtu.be/ZWUkIjQGE0s,https://gist.github.com/432ade6feb351947eb0d8754c9746f7a,https://youtu.be/KlDlsaFZd7c
21,5/22/2022,https://gist.github.com/0405262e44782ad80b49be87bd02cd19,https://youtu.be/5Mtn1vWyMQY,https://gist.github.com/ece63c6e7c75f016a1675e2313b40cd3,https://youtu.be/MRwXS13CEns,https://gist.github.com/8e06bd90ff3ae9df68653fad91b6a597,https://youtu.be/KxgOfbOhVd4
22,5/23/2022,https://gist.github.com/d51069cdb598cdac891c462dd701ab22,https://youtu.be/7aPyGwJmNoY,https://gist.github.com/66afec30e79fb52b5a9b42aaf037d681,https://youtu.be/QhhkBr9FalE,https://gist.github.com/512db2c802450f4b246f1adca5b938ee,https://youtu.be/r4j7GUTDmYg
23,5/24/2022,https://gist.github.com/978ed72037daa0dc2afde404b789a9c6,https://youtu.be/IPNiDL-E4wM,https://gist.github.com/632d8341bba9d92bce4910e51ed08362,https://youtu.be/QHEe6v5xA2o,https://gist.github.com/a378e6ffde9a4c87f442728e9a963f2a,https://youtu.be/PnapTHbbM1M
24,5/25/2022,https://gist.github.com/6d6bfd9af9d79d44f55651aaa73c4c9f,https://youtu.be/zjlNgh01Mco,https://gist.github.com/c18cf6f756a596de705f2112c5597717,https://youtu.be/jj3UTTWI_uY,https://gist.github.com/038cee3a811dfc97910f87d1ad6e7447,https://youtu.be/TREsXuxxlEU
25,5/26/2022,https://gist.github.com/1678dbb53d8655742d261deda85fb293,https://youtu.be/CZYv_HPRAAY,https://gist.github.com/c89282eb57fc1cb155bbea9211e007b9,https://youtu.be/IQ5Sxvr3IJg,https://gist.github.com/381be6e3c9030a6da54c56b05f316463,https://youtu.be/EAW8HNP0PhA
26,5/27/2022,https://gist.github.com/79cdf9d1d64731151adea41483d64957,https://youtu.be/QRf9XBcUnvc,https://gist.github.com/01b0c487bfe581620569bf7c9e6ed69b,https://youtu.be/nOs956TpR7s,https://gist.github.com/11d647dee7e10996842f7d76cfbcf61a,https://youtu.be/EBaOx2dzvvw
Championship,5/28/2022,https://gist.github.com/53bf527c4f98311bcb7ad4450adb3523,https://youtu.be/TxKpD9LoJ8I,https://gist.github.com/9499ede052953380ff3134a9e33571be,https://youtu.be/0qzGf1v-qZ8,https://gist.github.com/5a2eac4219e852ac4787d3ca0b308a3c,https://youtu.be/xZFlJNYuvjA
