,,East,,Central,,West,
Day,Date,Songlist,Recording,Songlist,Recording,Songlist,Recording
1,12/28/2020,https://pastebin.com/9KvFvLMN,,https://pastebin.com/gY6ZKtk0,,https://pastebin.com/SG6v8Ein,
2,12/29/2020,,,https://pastebin.com/eiVmwgD2,,https://pastebin.com/8dSpE09R,
3,12/30/2020,https://pastebin.com/FHRmvfpU,,https://pastebin.com/5eTcuhvH,,https://pastebin.com/tUACuRJg,
4,12/31/2020,https://gist.github.com/8ba8c5147568c1f8654aa15e40e33bba,,https://gist.github.com/607154eb0c678278d58cb3585812d016,,https://gist.github.com/05659b4ba8eb334784abf433ba6b60cf,
5,1/1/2021,https://gist.github.com/8c1f5070981d378cb5cd30e9758b2b50,,https://gist.github.com/42769a4c21c6f724414c53e6635b269c,,https://gist.github.com/blissfulyoshi/9f34a85fd7dea5a03cfe3ee85797f568,
6,1/2/2021,https://gist.github.com/b7e2792e88936bf7a82174c222c274d6,,https://gist.github.com/40ed2b6d201782cc6ffa5213246768bb,,https://gist.github.com/e288a34ece27f1d0dab2e37cedd53b7a,
7,1/3/2021,https://gist.github.com/9e28d32ce1e75e4869546dfc48a88a85,,https://gist.github.com/8276bff71ecdb71dd1928dfea0b55b39,,https://gist.github.com/6794768094508e505e51314ec1d90b44,
8,1/4/2021,https://gist.github.com/03829b7a2e13d0dc42389f6f59f4b928,,https://gist.github.com/0573974396e75685a1ac737306ceca19,,https://gist.github.com/7cb7cf19381a216b49d6cecb49e1751f,
9,1/5/2021,https://gist.github.com/25f519c72488f043ecd9efaadd0f025a,,https://gist.github.com/8c07d5cdf1533b98d32d01e4da1d05b3,,https://gist.github.com/21b14d0ff036a56ce5639f458b3519d3,
10,1/6/2021,https://gist.github.com/3c06697c8ec0c2e3d69509586b97b057,,https://gist.github.com/79d0d3f34a287df3616ef6697bdcca23,,https://gist.github.com/5fb66d5a4c36c34278226e0507e435c4,
11,1/7/2021,https://gist.github.com/40a65f07d8d87ae91e5e625cd1127d15,,https://gist.github.com/6ea35541df4a1c6ddfb23f72938a0ead,,https://gist.github.com/51fa8dfde35bc1aba9ee0387da1df6d6,
12,1/8/2021,https://gist.github.com/c529b506dfe8dd1b8dc35e0c24b143b1,,https://gist.github.com/58328f9b9db0120a41b8cd82a326d214,,https://gist.github.com/f68f09a7529abb9056c973840170c597,
13,1/9/2021,https://gist.github.com/511afee36b5ec084696f574e69a98609,,https://gist.github.com/13625eca1a9843ee02d17e70d363acca,,https://gist.github.com/3ddb55b4c93e8b04f8d96a8a7d2ab2a2,
14,1/10/2021,https://gist.github.com/ceb4c6f434ec432333fcc706fdb0c67f,,https://gist.github.com/88f690f63ffb0a36e07dd7027d876d44,,https://gist.github.com/551db44674b7baf0b6911d62ea216e40,
15,1/11/2021,https://gist.github.com/0dc727de1faa0b06939d3c22798121bc,,https://gist.github.com/b572968f098a60fb447c77d4d04a230d,,https://gist.github.com/a71ba3c524119ac99aba2c3542b9cc6f,
16,1/12/2021,https://gist.github.com/53cf82f20f22cb11aaecd1da73e5ac4f,,https://gist.github.com/4d5e53f1cd230c194acdd930b6a5e2d9,,https://gist.github.com/a1a2e365ec3002b6c47f368a0a980a41,
17,1/13/2021,https://gist.github.com/391b9004b7ddfdf67a1a215f7378d8de,,https://gist.github.com/df076b27e2b55e74f5a71214ad775f94,,https://gist.github.com/9ff2720b9ad5078824cb486c40b2b81e,
18,1/14/2021,https://gist.github.com/d31a15f2eb82f95b066d58b92cfc239f,,https://gist.github.com/222c1d83ac190b6b20e1b6f0e88d7171,,https://gist.github.com/e5d525c62190345c4194c4f28cc63157,
19,1/15/2021,https://gist.github.com/959a924e0c122643ac772b80bf461366,,https://gist.github.com/b00f9d0069f4be85d75b7c7230b02e48,,https://gist.github.com/3d4bcaba89ce696d4035f0e1d852eba2,
20,1/16/2021,https://gist.github.com/bf30d0b41b2e349486f09d4c8347c644,,https://gist.github.com/8f0a0e63502fe73421557bec61a5d88b,,https://gist.github.com/2799c99592ee19ee92ba19f6acf8f8f8,
21,1/17/2021,https://gist.github.com/e816088af12eadbc9d140307076e07c2,,https://gist.github.com/7fcec723c849db10143a9610c2ba2407,,https://gist.github.com/928ad658ddfc2d910cf5fe94f3667d94,
22,1/18/2021,https://gist.github.com/d0cc20fb795f9b3ea50c021f89c6e1b3,,https://gist.github.com/7e3953b3f76ccfecf1bccc5a2d26d052,,https://gist.github.com/449a7589e5d0e071a26bf74a7f93b940,
23,1/19/2021,https://gist.github.com/42aa9a702fe97cb0b305836daf001d54,,https://gist.github.com/e03a03a1929fd3612bb7d15f9d99892e,,https://gist.github.com/9831e4740b971fefc51e11ce0cdf0b7c,
24,1/20/2021,https://gist.github.com/a8e34af920eac6d770f318994f4bc2a0,,https://gist.github.com/ac6ae165be7999312561b541d1cb83c1,,https://gist.github.com/9625fe925a4415a6c6be8c800683298e,
25,1/21/2021,https://gist.github.com/f50cc147f120f63395d8462805ffadbe,,https://gist.github.com/25dbfeccf6831177892d4a9d87265b1a,,https://gist.github.com/070a803e14b60dd3efce4142a05cc6b6,
26,1/22/2021,https://gist.github.com/be57241e53b1bbb3841f507527ff76f9,,https://gist.github.com/01b83f0e1fe79eba01c65e47aeaf778b,,https://gist.github.com/1e127d3ea7cd87a3791ee9ba845b50ad,
27,1/23/2021,https://gist.github.com/5d05dcfca894dbd1f33d94e2830b7cf9,,https://gist.github.com/ee158e9324343eeb99a676a8c533134a,,https://gist.github.com/ac2298250cc89726496659cef7b395ff,
28,1/24/2021,https://gist.github.com/f23bde77516d9acdfa1889307d9ee2bf,,https://gist.github.com/19331c02a1bd62a9faa2f3922d13624d,,https://gist.github.com/3c255861d35edeeba9ba4e490215b2b6,
29,1/25/2021,https://gist.github.com/b5f1a0b30a6ffab5546caff5a3848016,,https://gist.github.com/bf90b5ebc840cb9383f4ef53faee2f6c,,https://gist.github.com/5643bb79441fcb94951172bdc241695b,
30,1/26/2021,https://gist.github.com/0e6e41b9b4550601f411c86a93d1ff85,,https://gist.github.com/de69142dbd8087e385950347e77dae28,,https://gist.github.com/1647b59411aa64d83f3a37d5f0984dec,
31,1/27/2021,https://gist.github.com/670e0fc7298842f343383614378c068e,,https://gist.github.com/bb445e422882a826282417f25e1a976d,,https://gist.github.com/6678576664317bbaf24dc0708c9e3d04,
32,1/28/2021,https://gist.github.com/5167d4f8af93a05928c036464f03f67a,,https://gist.github.com/0cca41c4ca66c7d6f65886e9be3db648,,https://gist.github.com/d18cbfb6123d4193a40ea5c518a6d61a,
33,1/29/2021,,,https://gist.github.com/d2b3fdafc9ecd99cfab2c5ce38ccd49b,,https://gist.github.com/01752932547b4299b2ad2d73aaa812da,
Championship,1/30/2021,https://gist.github.com/36d2a909d04ca7bad26e197d7eb52926,,https://gist.github.com/9f111054aec3621d4dad545b54a1f2cd,,https://gist.github.com/cd61c31780f5566a92f7c174a24a13fb,
