,,East,,Central,,West,
Day,Date,Songlist,Recording,Songlist,Recording,Songlist,Recording
1,2/28/2022,https://gist.github.com/4f8fc17f22dbcbcffbb5db0c13dd8b40,https://youtu.be/VwgmqPDe_dQ,https://gist.github.com/07d5b8e845e3e70086c2019f7c913664,https://youtu.be/xiRIaA1gDTU,https://gist.github.com/4f2c91387114b296423c45309daf410e,https://youtu.be/D9-Mk2TxE_M
2,3/1/2022,https://gist.github.com/a109b99907387077595058d06a9007e4,https://youtu.be/Z3A7I41JOJY,https://gist.github.com/6715f7867d57a2fd1178934120337100,https://youtu.be/vzV-fohJOaI,https://gist.github.com/20bb6a95b3144fcc3e56c896afe47e33,https://youtu.be/B_EKaheNgNA
3,3/2/2022,https://gist.github.com/6b57452a3e10f67ddf37cb7eecaf9cdd,https://youtu.be/XKtLgx6afJc,https://gist.github.com/1b964805140b1a655c998be0e9a23c9f,https://youtu.be/DW18W6uZ1mg,https://gist.github.com/a4efe29a6fb635bcfac1bb4408540c02,https://youtu.be/qauDBbAaFnc
4,3/3/2022,https://gist.github.com/8e96324ae04faf9189e9866cf8cb979f,https://youtu.be/NmIEVUX8fPQ,https://gist.github.com/345078052a33fa06ff1297cbedc29b40,https://youtu.be/nZ21erPmPBg,https://gist.github.com/54127bee248eca6a82fb90eae23b86e8,https://youtu.be/j5oISeaV1m0
5,3/4/2022,https://gist.github.com/eb78d979d5577d6062528acb38d574c9,https://youtu.be/o63QUv1QnhQ,https://gist.github.com/5358de067b00411a6c8f6e95875590d8,https://youtu.be/z2sVqujJlto,https://gist.github.com/e19a11e50d2eb30aa9951628b4282dad,https://youtu.be/mr9BfjYtb14
6,3/5/2022,https://gist.github.com/93cabb4b95c14d5d508c164a349ef49f,https://youtu.be/Q05aAc8tzjo,https://gist.github.com/c4c9a99863cadcbab573b6c24dcd3db2,https://youtu.be/pHNlx8vLKik,https://gist.github.com/5a9004e3e19d8f388362c1518b89352c,https://youtu.be/n7go-dif-F4
7,3/6/2022,https://gist.github.com/86844cfee4cfcfc017e35f6ff3305e2a,https://youtu.be/Dgzac3w95uI,https://gist.github.com/5acc931a4aac053b7cb2304cb20a1b9f,https://youtu.be/VoQWbWF8Ak0,https://gist.github.com/29dcc8e37aff796fe7de848e50b3b96b,https://youtu.be/JlotYgEe5co
8,3/7/2022,https://gist.github.com/d4137bfb6f64665ce534dfdbdabe9c62,https://youtu.be/M48_tp6s5TE,https://gist.github.com/82f7353da40717d5c1839850f5291b7e,https://youtu.be/4x9qv1dAPS0,https://gist.github.com/576b623cd6398925673e62b697153435,https://youtu.be/MtyljW3iUZY
9,3/8/2022,https://gist.github.com/9d2c9650ede433adf38cf8c33987738a,https://youtu.be/gqLUqWp8D4U,https://gist.github.com/3f4bd19c23d165ae1660a70a2fcacaa6,https://youtu.be/-9YJ3l3dt_8,https://gist.github.com/b0d832d555503cf6a594caf8294df184,https://youtu.be/o3Zegj3yyuc
10,3/9/2022,https://gist.github.com/bb2e976d20a4d8b99bd0d714afde4821,https://youtu.be/SYlRL99B5j0,https://gist.github.com/c5d57966a217ef1dda32241af5ea586e,https://youtu.be/KwgS52DT-t0,https://gist.github.com/d51a942fc2b3a2568f61e9dabd9cff7d,https://youtu.be/9no3De-wb5k
11,3/10/2022,https://gist.github.com/b55879a9eb40b3df597d90831ab7b08f,https://youtu.be/urdSwAvZS2c,https://gist.github.com/38164ed8cec17f91b8d32b68625aefc6,https://youtu.be/6XISYKpDoWQ,https://gist.github.com/52b5f0dc6aeb777445a7fc1468e0306f,https://youtu.be/lm5O7Hw1MMI
12,3/11/2022,https://gist.github.com/4ad0bb676037a0008de0eb4295ec9d65,https://youtu.be/K_lcn_Uf3lU,https://gist.github.com/795459dcc1a463124950b7118be28505,https://youtu.be/nEYvnTG6M5c,https://gist.github.com/6ecc530018ff80eb143081855e2fd1e6,https://youtu.be/y3xKzei45rs
13,3/12/2022,https://gist.github.com/30d7ffad39e169e7afd3f612b6d4c3f1,https://youtu.be/dLKSknf76L4,https://gist.github.com/6267162ce6e7dec4453504bfbfb7cb24,https://youtu.be/ZRZZ4GzNexc,https://gist.github.com/a2926c9980a4b30c0e9f430f06566c0c,https://youtu.be/z_dZ09geixc
14,3/13/2022,https://gist.github.com/5c71bb80e2e8bab391ef75532af41f1e,https://youtu.be/IE2Km_JUywo,https://gist.github.com/11788771814cf0e6e11dc8e762fb36ba,https://youtu.be/Cec6KHtLxd8,https://gist.github.com/0bb6119600db1c231887ce3f049babea,https://youtu.be/ZGL3iLc1t7U
15,3/14/2022,https://gist.github.com/967aec8fdd6788ef33abff5f2a2fb369,https://youtu.be/NR_gS33stVM,https://gist.github.com/3206be4b9ba9080ca9cbd02059d5b9b0,https://youtu.be/FYvddCFpa5E,https://gist.github.com/151538a4158e574d038ce570165c683b,https://youtu.be/tfREpML4jUs
16,3/15/2022,https://gist.github.com/0a7b9c3f1f59a1e6671a41678d08139b,https://youtu.be/hhIY71KRS4s,https://gist.github.com/7150504645fa2e9fbb3c574ab2472485,https://youtu.be/chnZpJtRO4A,https://gist.github.com/8971312cd6e528dbe30be9da6486dded,https://youtu.be/_mjEgu1IVx0
17,3/16/2022,https://gist.github.com/b3f444759b857e23d6e3918151c32950,https://youtu.be/B9MkcrhqHWo,https://gist.github.com/c49b36b380482064fc0e6a06f08d53e0,https://youtu.be/q_Mj4Nzs10s,https://gist.github.com/ddb060033de2e39c5815723465209885,https://youtu.be/MWRcuCpJZxI
18,3/17/2022,https://gist.github.com/04588ca176c8acc12d6d37eba0d2cb21,https://youtu.be/oNQDCeWnUMY,https://gist.github.com/29ae190ea888a3092db52429f2f3a387,https://youtu.be/s93BfzXrZok,https://gist.github.com/8517b7e1cf2bac9dff1d5ab05b0d981f,https://youtu.be/yNEIL_guN_0
19,3/18/2022,https://gist.github.com/2efa86f7050a5a319404df3f40c15548,https://youtu.be/FaoYJNi0ifc,https://gist.github.com/6af97aaaa83b81595d266c538465c79d,https://youtu.be/z8OR7WRPsaM,https://gist.github.com/cd52a4633d47498790073a04842cf3cf,https://youtu.be/6OcKgPidaoA
20,3/19/2022,https://gist.github.com/70184df7544b937cfe63c2aa10b5ecd3,https://youtu.be/7dTawLBwAGo,https://gist.github.com/37a18a8454354c638b1553919fdab46e,https://youtu.be/F3Io8ynk1Qw,https://gist.github.com/8ab5e924d1e0fa46acefad0d09b06724,https://youtu.be/DFCq2rJY8Tw
21,3/20/2022,https://gist.github.com/0bb2fae508df345c5ea16c0529cfd908,https://youtu.be/9sNcbi-quhU,https://gist.github.com/1cf9775f16fde27eaf43b794380dd17b,https://youtu.be/H2pXxBTWmIA,https://gist.github.com/1b2e16ffcb1a889d26b0ba6cab4b1864,https://youtu.be/aiwlS5Hgu8c
22,3/21/2022,https://gist.github.com/657a9d25396b832a02579dd9a0383526,https://youtu.be/TAHdDudQm_4,https://gist.github.com/4898882702842b3686b5d54cf2ee4483,https://youtu.be/E8ebp1Rt22s,https://gist.github.com/06cc401c5a0dfc3df52fa1c668fd87a8,https://youtu.be/0gy93qN3iHE
23,3/22/2022,https://gist.github.com/7929d6a29a22f6e832315617932e501a,https://youtu.be/3JdkrXQHUnQ,https://gist.github.com/519253678013e27dcbd0e86efca50263,https://youtu.be/L2dCvk1TPFc,https://gist.github.com/d45c0aca239fa462d83e0adce2101ca0,https://youtu.be/TD6b81lzwo8
24,3/23/2022,https://gist.github.com/e87e763f474846f35b49fcd769f6034e,https://youtu.be/cGKHycFAhrA,https://gist.github.com/26e12e26299cbf900b467c2d90a98e0a,https://youtu.be/cGlAbsvcOp8,https://gist.github.com/700f34a62f31695935457776559ccc33,https://youtu.be/E9MiSVA6Zko
25,3/24/2022,https://gist.github.com/9cc718a24fa2118ba4d0f7238c7dd18b,https://youtu.be/saPdSL48gzs,https://gist.github.com/4ff5cf848b94e41c1ebddca9b180a64f,https://youtu.be/Mo2BjbnpkOc,https://gist.github.com/42c27f1fe7319ad500901d45955f0982,https://youtu.be/y6z1BgPFVhk
26,3/25/2022,https://gist.github.com/e10834ad1a4252192107f9bdfe45b39e,https://youtu.be/82m9pgPSS18,https://gist.github.com/e32a030d999e7896dd7eb516971c826f,https://youtu.be/l4447oIjKdg,https://gist.github.com/722c40aac6c15b992db59898a06cc0e8,https://youtu.be/samsi20AOFY
Championship,3/26/2022,https://gist.github.com/8a10ba72c5d70c005741cfe05d3ebbc7,https://youtu.be/0lty8hMEOr8,https://gist.github.com/8e1ed3763db02eb25e0fef87c8c0af66,https://youtu.be/hHNXQovCWYs,https://gist.github.com/5a93c1689e787c337e1164a2ffba4f74,https://youtu.be/ZTduxF7vF00
