,,East,,Central,,West,
Day,Date,Songlist,Recording,Songlist,Recording,Songlist,Recording
1,8/2/2021,https://gist.github.com/8c706fb1f78449df2e9eb624bdfd612b,,https://gist.github.com/2bf0a499ffecbb7e94de9d9bc7f35b8d,,https://gist.github.com/57c08062480e83bad98503515ebfdd97,
2,8/3/2021,https://gist.github.com/16f46263ad7eb9493f16f1a5ee8ce713,,https://gist.github.com/9c2ab52d8666d7ad2fe707b259b27f61,,https://gist.github.com/71f2d65eb66610ec2d7359b84f674c4d,
3,8/4/2021,https://gist.github.com/50b4b8655c4da3c0e00605e41b668c8d,,https://gist.github.com/0c776d61e148d9307e7ca0b8f7531b29,,https://gist.github.com/f70f8f7e1ff2b7ebba198f446514ed3e,
4,8/5/2021,https://gist.github.com/d692b83f105393fddaa1b4eca9cc26bb,,https://gist.github.com/d9c18024d785416bfab7cc8577130aa6,,https://gist.github.com/afcf4fb0a17605f373637c55017acc6c,
5,8/6/2021,https://gist.github.com/a202cb8cf9cd67e44fb2e11f153f524f,,https://gist.github.com/da44e110247bb084bbfc6566f867e038,,https://gist.github.com/57c71b425d92a7a443abb6104c947faf,
6,8/7/2021,https://gist.github.com/6a904671a6b5bb1479beccb057549098,,https://gist.github.com/18b5404675bbf2420b1ed0d9b786804f,,https://gist.github.com/c3b9783e3138f8f01ad2f6622a35efe8,
7,8/8/2021,https://gist.github.com/f193062a7e18278c1b2c5cdd441e9304,,https://gist.github.com/51968c9019481c60092af8dbe4470bbd,,https://gist.github.com/ee2bab6bcf2c9fe88e025887100f4fef,
8,8/9/2021,https://gist.github.com/f34dfa13d241eccf2dff3baeb0135b67,,https://gist.github.com/f4e4507f563d168e9c2668f2878e5bc4,,https://gist.github.com/eab6c0eb7b4d3f36e01c53ed8cc8b7bb,
9,8/10/2021,https://gist.github.com/314c7c80fb4fbd18c59f675bee4ff6a9,,https://gist.github.com/746cd4be0b96d44087162c562941bece,,https://gist.github.com/ceb68d4507796ef6573fe6a77a5d8167,
10,8/11/2021,https://gist.github.com/4fb065b9a222c25ed82e855e5914bed1,,https://gist.github.com/b842ea0de26a053dceb342d378fb8463,,https://gist.github.com/024c49d63343edaac16836385b29bcd7,
11,8/12/2021,https://gist.github.com/d321d7b76cc3c772c5f386d691da4d53,,https://gist.github.com/2ddb618a724296467946adb86895dbdd,,https://gist.github.com/9cbd835ba0ab8debaea68c60b79a290c,
12,8/13/2021,,,https://gist.github.com/c3648e9615869ca8df222af1757260aa,,https://gist.github.com/0a22f1cabd193098e73d728d19ac9a0a,
13,8/14/2021,https://gist.github.com/cf126d3ab1e0e4688301be32bf918b5f,,https://gist.github.com/7e26532fcedadc385b0e2cb6586311d7,,https://gist.github.com/e9121960eb9f47dd264e6b3c347f0d58,
14,8/15/2021,https://gist.github.com/dfbb8db17d531213f650e6942f224969,,https://gist.github.com/b7fd5fd15dc7db59f4509b2a94986bee,https://youtu.be/_QQPLWXnNAo,https://gist.github.com/8e6b0a09b020790519704db815c7ec53,https://youtu.be/o-z_lntCBaM
15,8/16/2021,https://gist.github.com/5d4003c61dcc2f9951f68c50826cd65f,https://youtu.be/GtJlaxWW4-A,https://gist.github.com/46b7cdbf169c9bc785ccb9d0e49b347f,https://youtu.be/ElnJpOOhS28,https://gist.github.com/603ef353095604eba398955c8fd82ffc,
16,8/17/2021,https://gist.github.com/a903cf98a1e0f4e99c9b95b6b8e1c58c,https://youtu.be/rNDJPR9jpfQ,https://gist.github.com/94ac2670d9463ada402f4ada524b79ab,https://youtu.be/ihUdvbVBS2w,https://gist.github.com/6cd6544b0f4e53e87868556566baccf7,
17,8/18/2021,https://gist.github.com/8352ed6c540643fe17add187ead27df2,,https://gist.github.com/5cebb0709aeded50d6b3633b6bed65fd,,https://gist.github.com/2e5fcffd99c0f8820de8bc9da2016bd8,
18,8/19/2021,https://gist.github.com/3c38b279ffaa4d744d1d473b9defc5f8,,https://gist.github.com/4b8b0cfdd93767b0022284e52fae066b,,https://gist.github.com/7e89f5caef029203c1beef7b323de0b4,
19,8/20/2021,https://gist.github.com/8436414055e653b1efefc55585cc3250,,https://gist.github.com/318222737d436a72863bbca1165f58ba,,https://gist.github.com/45f18df15f9e9d540e5629e76cf7c9de,
20,8/21/2021,https://gist.github.com/32ef03d0baf5d0c5aac67951d39c45a5,,https://gist.github.com/06633d3afb0177f0b139a89e5f9aef57,,https://gist.github.com/b3672caf2c508fa2d79db81eb29662ce,
21,8/22/2021,https://gist.github.com/31414cc24d53bd55ba1cdceb52e96bdb,,https://gist.github.com/15066aba91c1c2a34bccd03cc52d088e,,https://gist.github.com/68ae8478bec945a27b8066f4e4b46ae0,
22,8/23/2021,https://gist.github.com/0636f4312f00707e86a35e70b57a55ac,,https://gist.github.com/9cc668fcf8e4df72e339cad9c42e8bb9,,https://gist.github.com/0f91094092576d63ed31f8b151cf4715,
23,8/24/2021,https://gist.github.com/0f5d1d443d9096074d6b077e3fdf5fa2,,https://gist.github.com/edcf2ff5e444531429a64d2195da39c5,,https://gist.github.com/35d000793f2b7280bf7285ea3781d6bd,
24,8/25/2021,https://gist.github.com/526b53ac6babccb8f2009a18d2d22361,,https://gist.github.com/bba6089f92739fe5a4de548c07626715,,https://gist.github.com/2129ea3ece0c7192e333ce0bf210aee4,
25,8/26/2021,https://gist.github.com/adde68b7c0d2c7fb614265efb4596b2b,,https://gist.github.com/f743c21be696d42d1551a29eac6a6e7f,,https://gist.github.com/3620d96a79480e6c63b256c618dcc151,
26,8/27/2021,https://gist.github.com/78145113e3db53f9bd372af0b76b5bd0,,https://gist.github.com/02ab21f0a55b61a805cd8ff17461c052,,https://gist.github.com/733d436d66777e3cfef65f868bff986d,
Championship,8/28/2021,https://gist.github.com/910314f6b6c56d30c00d945a8a538908,,https://gist.github.com/4ad6073a9c4a75d53c0a0741798423b6,,https://gist.github.com/030ea15e8d9b1b7fee204ce313a3058c,
