,,East,,Central,,West,
Day,Date,Songlist,Recording,Songlist,Recording,Songlist,Recording
1,3/28/2022,https://gist.github.com/0bb5d69247b7b3993f19c05c8aeae9cd,https://youtu.be/BxahlvxuJG0,https://gist.github.com/46effd210dfb56e993f08a9424a208db,https://youtu.be/6jga7hUL4oU,https://gist.github.com/d393acd91c1e8f054d5ef85845365aa8,https://youtu.be/QUdT_hqZAec
2,3/29/2022,https://gist.github.com/0c2954071eb61c4e9418d5003bc5a9cd,https://youtu.be/lavydJrP8oY,https://gist.github.com/d4dad4e79d1fa30091c3df48e9c5f2d6,https://youtu.be/wxsFmEoWlKI,https://gist.github.com/5c3af34620887e92cdd01b1b585a4baf,https://youtu.be/RS6X_ekhLM0
3,3/30/2022,https://gist.github.com/cde33280d2b67359d56ac08c5e513906,https://youtu.be/RrY5SuV5sMw,https://gist.github.com/2e6c74126c32f4dacd739da0cc353628,https://youtu.be/95LB9VT7ORY,https://gist.github.com/adc752cddc34816f95544d73dcd0b8e1,https://youtu.be/EjnOVzkqrxU
4,3/31/2022,https://gist.github.com/991c42cb8165ab3f4d171d18ff922cbc,https://youtu.be/wlus6du58DA,https://gist.github.com/321931258ae7f278cb43620eb722930c,https://youtu.be/4nY-hZfcNIA,https://gist.github.com/1b15c16f5697f66d927841529ff9f10b,https://youtu.be/s5ICeKlgWak
5,4/1/2022,https://gist.github.com/c1b463e463795b24f154148341689fc8,https://youtu.be/wN292qy_Qt0,https://gist.github.com/acd8ea59184f8ec14129374d4177ca9c,https://youtu.be/lGTfflKdoGc,https://gist.github.com/d823199bca7eb8a35c38b3ba0ccd7d00,https://youtu.be/RyIoHblDuuk
6,4/2/2022,https://gist.github.com/a79c185e4aff196bf174a96ace30425d,https://youtu.be/KUAKmiSvztk,https://gist.github.com/5c9441ad5ef6a59ff7bb5e4c43723573,https://youtu.be/A_D6L-LMecM,https://gist.github.com/b0eb1dcb3582e40509c7d5b61d4d1c8c,https://youtu.be/S6N1l5XvxBg
7,4/3/2022,https://gist.github.com/edff0d08c8cbe816c9f9ec4acd8ce4c9,https://youtu.be/IChMCOpOaOE,https://gist.github.com/d609527cd35e0660921e38f457a96c9f,https://youtu.be/aNcAmuRD0Ow,https://gist.github.com/ad578b370e30dd733e28ce4a58956ac6,https://youtu.be/pIeWGKuhZCU
8,4/4/2022,https://gist.github.com/7228b80fb5a36a4d40b7e7b24a7fada7,https://youtu.be/QkFjaUUbWE8,https://gist.github.com/9cc8585c9cbdd7a592311e3524aa7c26,https://youtu.be/9hgb2txhcTo,https://gist.github.com/d713b757e6e8430b6bcb247efa8de700,https://youtu.be/W2FlDfYZZK0
9,4/5/2022,https://gist.github.com/0451ce7091d637d004820c0c869d2684,https://youtu.be/OJezqMhJ-fE,https://gist.github.com/49e5366df09064bb66abf9a686b94134,https://youtu.be/YXi5VqGw0RQ,https://gist.github.com/7c0920b4280ab473b28f5223dac341af,https://youtu.be/zI5bsJcEp2w
10,4/6/2022,https://gist.github.com/11ed5d9e14c3bfa0ac2fe5da590e7873,https://youtu.be/it-mJTFFbpo,https://gist.github.com/c13638cbc92097d748a58ed2afe8c4ca,https://youtu.be/21fq5oy9UIc,https://gist.github.com/f1019052c4747b22c7f9459bf636c22b,https://youtu.be/HtGygWmVXsE
11,4/7/2022,https://gist.github.com/66e03425d3026ac8303e663e2fde01d3,https://youtu.be/fDb7uHiRcpc,https://gist.github.com/75d5bcd467dab9f5933f7a18eeb7d360,https://youtu.be/Uk4AmXbQzAA,https://gist.github.com/06b2ffd976576223c206ecf94d503996,https://youtu.be/9gUFetldJtE
12,4/8/2022,https://gist.github.com/80c615c2a06af097a4c74f991fd7729f,https://youtu.be/DBxFBuTy28k,https://gist.github.com/92bc8acb8d5819d48b68a8ac8b72e5ea,https://youtu.be/Oxam1IThxQ8,https://gist.github.com/a61ccebaba35a298ecb557959eb07b70,https://youtu.be/VyPQdPCWhzI
13,4/9/2022,https://gist.github.com/1ebd1aca52973caf8a66629b6cd62382,https://youtu.be/R2Gc7L5ki-k,https://gist.github.com/80bfe2df077d6583b550a4cb21f5d5b5,https://youtu.be/OWwtNuHeSfY,https://gist.github.com/8218b26aeeaca9d7a8856afb295c613a,https://youtu.be/v3Vgd5c3amo
14,4/10/2022,https://gist.github.com/01df3c9e932972533b3dbdfe4c1f6f67,https://youtu.be/7Zxyg5ZQbcA,https://gist.github.com/a81e30d773b82dcaa01d969c5e0c43ed,https://youtu.be/fYN60mePYXY,https://gist.github.com/aea73100e77f99ed953d08153b310237,https://youtu.be/Y6j-S96vAtQ
15,4/11/2022,https://gist.github.com/d150acd5f086798cd0e8bff3875484f5,https://youtu.be/Fjl-WQxOvtw,https://gist.github.com/47012ecc3b16c13b3179f8bda46c6e16,https://youtu.be/u2Hsg3b-RaI,https://gist.github.com/92cc498b1118c6178a1467207702a468,https://youtu.be/Zk8iM2ejPfE
16,4/12/2022,https://gist.github.com/fc0e1170f513c57158d4b17eb9c0fce8,https://youtu.be/7iia8mIFdG8,https://gist.github.com/23cc0bb8589b4b23732e732266ac7e14,https://youtu.be/OfpwHPNjxjU,https://gist.github.com/ebfe955c2f7afc274279dab53ebf7291,https://youtu.be/xGPib1dS1Tg
17,4/13/2022,https://gist.github.com/e6b72a394ee56dff903c34c1da27b57e,https://youtu.be/HtZ71SuNs0Q,https://gist.github.com/d9892d2387b9ef16b97d6cf9a4c34c7b,https://youtu.be/w1W2trr5xmI,https://gist.github.com/57cd12301cb170dc51aeaa670c51e0ac,https://youtu.be/vQCq4nKXco8
18,4/14/2022,https://gist.github.com/bdd4f47245b1c10123c7261321ba2abe,https://youtu.be/4i7UxWWnjrU,https://gist.github.com/ae45cca75eb7f8d05050ca72692ec54e,https://youtu.be/VKXlv2bGyhQ,https://gist.github.com/7657797a644f558a6939f3cb4d58a8c0,https://youtu.be/fzICBmT6AJI
19,4/15/2022,https://gist.github.com/c815932e1ea03ae1fed4076c7fdc5e10,https://youtu.be/bFtGIw4G0iI,https://gist.github.com/4d9195d00d61b0a5ebabd59c97e26ec4,https://youtu.be/jM1yColqSGk,https://gist.github.com/a73155b13f9c248c261240cde0b9e184,https://youtu.be/Hm9BJez0k_I
20,4/16/2022,https://gist.github.com/c5323982ff74bc55c51c5bd1535052b3,https://youtu.be/Wddsprbx9QI,https://gist.github.com/42e3a48a032f39a42178de66c343c15a,https://youtu.be/Ux7bVmWAu3g,https://gist.github.com/237058c84a9a72fb11f880fdd66c098b,https://youtu.be/s5uiPGboF9o
21,4/17/2022,https://gist.github.com/df7bd3e51837b78a71fbfb356f8ec083,https://youtu.be/9yDEvkv__7I,https://gist.github.com/98977418a77645313157388ad82de27e,https://youtu.be/kZmv475tzJk,https://gist.github.com/0c541100d1bad7c02af59ce265680655,https://youtu.be/Eo5SylmU-eM
22,4/18/2022,https://gist.github.com/e06f80cb0983be638e09a5448909ea5a,https://youtu.be/iSSe2lHZ3lQ,https://gist.github.com/5e513ec75d11a5d4725178ae07370374,https://youtu.be/5ib1dLNkBrg,https://gist.github.com/9e8cf74b214e107b2a739573dc186fa8,https://youtu.be/gsfK8FIu1qs
23,4/19/2022,https://gist.github.com/407a587cd0247266c310d89ec068c12f,https://youtu.be/fVlD4HlF2ZE,https://gist.github.com/48b6e0a88ce2a60e8ec598da57a746de,https://youtu.be/G1OIkF_m_sA,https://gist.github.com/2f097512e825803639095ba8bfdfb7a1,https://youtu.be/bhH0exaF_oQ
24,4/20/2022,https://gist.github.com/bd7b1b7da13c46073a29b5b816d17e82,https://youtu.be/PYsSkFCm0gM,https://gist.github.com/d6738a42bd58c73d7f676112536cf713,https://youtu.be/Ky-wM3eIiIw,https://gist.github.com/a640355ba6eb34d7af55a98b11a3fb84,https://youtu.be/yOcP_r-IPi8
25,4/21/2022,https://gist.github.com/6e0d2e8491516259897088916da20033,https://youtu.be/IqsON9xCfXw,https://gist.github.com/9791b840f93e598df371dc455216b8ab,https://youtu.be/KwdTbtOaS80,https://gist.github.com/b31006e025e446d98d8e00bc4f6eb0c0,https://youtu.be/7k8slzRI7yk
26,4/22/2022,https://gist.github.com/5099538e20780e1a8d7a62fcb66bfcaf,https://youtu.be/RiW4EpJ6H1o,https://gist.github.com/59a115bc3b4644aa1652e1e5ef49e744,https://youtu.be/LoXixVFCFco,https://gist.github.com/b70b7c8a9fe572275384a58c692c79b6,https://youtu.be/oOi7Hqu3O30
